StatID,TeamID,SeasonType,Season,Name,Team,Wins,Losses,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,FantasyPointsFanDuel,FantasyPointsDraftKings,PlusMinus,DoubleDoubles,TripleDoubles
897901,3,2,2022,Atlanta Hawks,ATL,2,2,4,840.70,959,56,152.00,362.00,42.0,101.00,221.00,45.7,51.00,141.00,36.2,58.00,70.00,82.9,37.00,144.00,181.00,101.00,40.00,20.00,61.00,80.00,413.00,900.70,914.75,50.00,6.00,0.00
905769,3,1,2022,Atlanta Hawks,ATL,43,39,82,17641.70,19706,40,3401.00,7241.00,47.0,2345.00,4420.00,53.1,1056.00,2821.00,37.4,1485.00,1829.00,81.2,823.00,2783.00,3606.00,2017.00,587.00,348.00,924.00,1534.00,9343.00,18576.70,18962.00,643.00,100.00,0.00
994154,3,3,2022,Atlanta Hawks,ATL,3,4,7,1301.10,1680,0,260.00,565.00,46.0,178.00,327.00,54.4,82.00,238.00,34.5,124.00,157.00,79.0,65.00,228.00,293.00,139.00,39.00,21.00,105.00,152.00,726.00,1361.10,1415.25,-125.00,4.00,0.00
993543,8,3,2022,Brooklyn Nets,BKN,1,4,5,1028.80,1200,0,202.00,396.00,51.0,147.00,259.00,56.8,55.00,137.00,40.1,92.00,127.00,72.4,44.00,135.00,179.00,122.00,41.00,35.00,72.00,119.00,551.00,1104.80,1104.25,-55.00,2.00,0.00
897066,8,2,2022,Brooklyn Nets,BKN,3,1,4,818.20,946,31,160.00,330.00,48.5,105.00,195.00,53.8,55.00,135.00,40.7,67.00,89.00,75.3,36.00,135.00,171.00,88.00,36.00,20.00,73.00,86.00,442.00,874.20,892.25,107.00,1.00,0.00
904138,8,1,2022,Brooklyn Nets,BKN,44,38,82,17715.70,19715,12,3443.00,7240.00,47.6,2503.00,4646.00,53.9,940.00,2594.00,36.2,1432.00,1779.00,80.5,845.00,2796.00,3641.00,2065.00,583.00,453.00,1081.00,1670.00,9258.00,18751.70,19038.75,360.00,74.00,13.00
897905,9,2,2022,Boston Celtics,BOS,2,2,4,809.70,960,42,145.00,344.00,42.2,87.00,184.00,47.3,58.00,160.00,36.2,65.00,78.00,83.3,36.00,145.00,181.00,91.00,34.00,22.00,69.00,73.00,413.00,865.70,882.25,-95.00,0.00,0.00
905165,9,1,2022,Boston Celtics,BOS,51,31,82,17818.60,19890,58,3341.00,7166.00,46.6,2256.00,4122.00,54.7,1085.00,3044.00,35.6,1397.00,1713.00,81.6,863.00,2915.00,3778.00,2036.00,591.00,478.00,1071.00,1521.00,9164.00,18887.60,19210.00,2985.00,80.00,3.00
995363,9,3,2022,Boston Celtics,BOS,14,10,24,4923.00,5760,0,881.00,1962.00,44.9,553.00,1083.00,51.1,328.00,879.00,37.3,443.00,556.00,79.7,216.00,814.00,1030.00,588.00,154.00,150.00,336.00,497.00,2533.00,5227.00,5333.50,430.00,18.00,0.00
905161,2,1,2022,Charlotte Hornets,CHA,43,39,82,18472.00,19855,0,3508.00,7496.00,46.8,2365.00,4368.00,54.1,1143.00,3128.00,36.5,1298.00,1753.00,74.0,888.00,2767.00,3655.00,2302.00,707.00,402.00,1042.00,1629.00,9457.00,19581.00,19838.75,180.00,55.00,6.00
994156,2,3,2022,Charlotte Hornets,CHA,0,1,1,187.20,240,0,34.00,90.00,37.8,21.00,49.00,42.9,13.00,41.00,31.7,22.00,29.00,75.9,11.00,30.00,41.00,22.00,4.00,4.00,14.00,24.00,103.00,195.20,202.75,-145.00,0.00,0.00
897900,2,2,2022,Charlotte Hornets,CHA,1,3,4,760.70,959,58,143.00,358.00,39.9,109.00,228.00,47.8,34.00,130.00,26.2,53.00,77.00,68.8,44.00,137.00,181.00,85.00,36.00,22.00,73.00,83.00,373.00,818.70,824.75,-415.00,1.00,0.00
898789,11,2,2022,Chicago Bulls,CHI,4,0,4,993.00,959,59,179.00,389.00,46.0,133.00,262.00,50.8,46.00,127.00,36.2,68.00,83.00,81.9,46.00,164.00,210.00,112.00,50.00,26.00,51.00,81.00,472.00,1069.00,1056.50,430.00,3.00,0.00
905167,11,1,2022,Chicago Bulls,CHI,46,36,82,17102.00,19725,50,3422.00,7128.00,48.0,2550.00,4764.00,53.5,872.00,2364.00,36.9,1436.00,1766.00,81.3,711.00,2759.00,3470.00,1958.00,585.00,336.00,993.00,1540.00,9152.00,18023.00,18301.00,-155.00,61.00,1.00
995454,11,3,2022,Chicago Bulls,CHI,1,4,5,959.50,1200,0,182.00,451.00,40.4,130.00,267.00,48.7,52.00,184.00,28.3,60.00,72.00,83.3,41.00,179.00,220.00,115.00,39.00,16.00,63.00,93.00,476.00,1014.50,1038.50,-365.00,7.00,0.00
905168,12,1,2022,Cleveland Cavaliers,CLE,44,38,82,17043.80,19730,7,3255.00,6941.00,46.9,2302.00,4255.00,54.1,953.00,2686.00,35.5,1376.00,1810.00,76.0,838.00,2786.00,3624.00,2064.00,580.00,344.00,1088.00,1433.00,8839.00,17967.80,18413.50,873.00,111.00,1.00
993540,12,3,2022,Cleveland Cavaliers,CLE,0,2,2,393.70,480,0,78.00,173.00,45.1,56.00,111.00,50.5,22.00,62.00,35.5,31.00,37.00,83.8,18.00,58.00,76.00,49.00,17.00,6.00,26.00,41.00,209.00,416.70,423.00,-65.00,1.00,0.00
898790,12,2,2022,Cleveland Cavaliers,CLE,2,3,5,1001.40,1199,49,184.00,414.00,44.4,131.00,261.00,50.2,53.00,153.00,34.6,84.00,128.00,65.6,44.00,173.00,217.00,120.00,51.00,24.00,94.00,83.00,505.00,1076.40,1087.25,-135.00,1.00,0.00
899360,25,2,2022,Dallas Mavericks,DAL,4,0,4,1005.10,961,11,179.00,377.00,47.5,129.00,229.00,56.3,50.00,148.00,33.8,66.00,90.00,73.3,57.00,171.00,228.00,119.00,39.00,26.00,51.00,81.00,474.00,1070.10,1067.00,488.00,0.00,0.00
905771,25,1,2022,Dallas Mavericks,DAL,52,30,82,16762.60,19755,8,3222.00,6982.00,46.1,2149.00,3919.00,54.8,1073.00,3063.00,35.0,1341.00,1739.00,77.1,759.00,2769.00,3528.00,1918.00,552.00,325.00,960.00,1612.00,8858.00,17639.60,18072.50,1355.00,68.00,10.00
995063,25,3,2022,Dallas Mavericks,DAL,9,9,18,3410.90,4320,0,653.00,1455.00,44.9,369.00,708.00,52.1,284.00,747.00,38.0,324.00,420.00,77.1,117.00,540.00,657.00,345.00,129.00,51.00,169.00,380.00,1914.00,3590.90,3686.75,65.00,11.00,0.00
995065,20,3,2022,Denver Nuggets,DEN,1,4,5,1015.30,1200,0,197.00,414.00,47.6,141.00,257.00,54.9,56.00,157.00,35.7,100.00,126.00,79.4,56.00,153.00,209.00,125.00,35.00,17.00,77.00,125.00,550.00,1067.30,1101.25,-200.00,6.00,0.00
905175,20,1,2022,Denver Nuggets,DEN,48,34,82,17662.60,19803,17,3416.00,7081.00,48.2,2377.00,4135.00,57.5,1039.00,2946.00,35.3,1372.00,1723.00,79.6,752.00,2866.00,3618.00,2280.00,592.00,305.00,1136.00,1639.00,9243.00,18559.60,19078.00,950.00,79.00,19.00
897911,20,2,2022,Denver Nuggets,DEN,1,4,5,1066.30,1250,0,193.00,446.00,43.3,115.00,220.00,52.3,78.00,226.00,34.5,78.00,105.00,74.3,41.00,183.00,224.00,123.00,40.00,34.00,77.00,109.00,542.00,1140.30,1161.00,-40.00,4.00,0.00
899359,14,2,2022,Detroit Pistons,DET,2,2,4,798.60,959,59,153.00,336.00,45.5,114.00,210.00,54.3,39.00,126.00,31.0,74.00,93.00,79.6,36.00,137.00,173.00,90.00,26.00,25.00,65.00,72.00,419.00,849.60,860.75,-145.00,1.00,0.00
905170,14,1,2022,Detroit Pistons,DET,23,59,82,16660.00,19759,32,3129.00,7267.00,43.1,2204.00,4429.00,49.8,925.00,2838.00,32.6,1413.00,1806.00,78.2,900.00,2625.00,3525.00,1924.00,630.00,393.00,1098.00,1799.00,8596.00,17683.00,17918.25,-3165.00,45.00,2.00
995059,26,3,2022,Golden State Warriors,GS,16,6,22,4765.00,5280,0,910.00,1894.00,48.0,602.00,1073.00,56.1,308.00,821.00,37.5,333.00,435.00,76.6,216.00,749.00,965.00,594.00,170.00,109.00,303.00,474.00,2461.00,5044.00,5139.75,555.00,14.00,0.00
904140,26,1,2022,Golden State Warriors,GS,53,29,82,17922.50,19729,53,3323.00,7087.00,46.9,2147.00,3856.00,55.7,1176.00,3231.00,36.4,1280.00,1665.00,76.9,800.00,2930.00,3730.00,2223.00,719.00,373.00,1174.00,1723.00,9102.00,19014.50,19341.00,2270.00,35.00,3.00
897914,26,2,2022,Golden State Warriors,GS,5,0,5,1176.30,1180,7,209.00,471.00,44.4,118.00,208.00,56.7,91.00,263.00,34.6,73.00,98.00,74.5,49.00,185.00,234.00,145.00,65.00,22.00,78.00,94.00,582.00,1263.30,1272.50,281.00,0.00,0.00
898794,22,2,2022,Houston Rockets,HOU,1,3,4,811.40,959,58,147.00,349.00,42.1,106.00,211.00,50.2,41.00,138.00,29.7,86.00,131.00,65.6,50.00,152.00,202.00,84.00,32.00,18.00,78.00,91.00,421.00,861.40,884.00,-220.00,2.00,0.00
905177,22,1,2022,Houston Rockets,HOU,20,62,82,16708.70,19726,28,3229.00,7082.00,45.6,2124.00,3913.00,54.3,1105.00,3169.00,34.9,1434.00,2010.00,71.3,786.00,2660.00,3446.00,1931.00,600.00,382.00,1284.00,1692.00,8997.00,17690.70,18174.50,-3466.00,65.00,1.00
905169,13,1,2022,Indiana Pacers,IND,25,57,82,17537.70,19862,59,3398.00,7338.00,46.3,2401.00,4439.00,54.1,997.00,2899.00,34.4,1347.00,1754.00,76.8,925.00,2671.00,3596.00,2081.00,582.00,457.00,1117.00,1675.00,9140.00,18576.70,18912.50,-1425.00,86.00,6.00
898791,13,2,2022,Indiana Pacers,IND,2,2,4,847.20,959,57,159.00,359.00,44.3,113.00,207.00,54.6,46.00,152.00,30.3,52.00,73.00,71.2,41.00,145.00,186.00,100.00,36.00,26.00,66.00,81.00,416.00,909.20,915.50,-130.00,2.00,0.00
897915,28,2,2022,Los Angeles Clippers,LAC,1,3,4,831.20,959,57,151.00,363.00,41.6,111.00,233.00,47.6,40.00,130.00,30.8,73.00,93.00,78.5,47.00,144.00,191.00,102.00,27.00,26.00,72.00,87.00,415.00,884.20,896.75,-250.00,0.00,0.00
905772,28,1,2022,Los Angeles Clippers,LAC,42,40,82,17133.90,19779,56,3285.00,7170.00,45.8,2238.00,4368.00,51.2,1047.00,2802.00,37.4,1273.00,1606.00,79.3,747.00,2860.00,3607.00,1969.00,609.00,406.00,1068.00,1528.00,8890.00,18148.90,18452.75,10.00,54.00,0.00
993542,28,3,2022,Los Angeles Clippers,LAC,0,2,2,380.30,480,0,69.00,163.00,42.3,44.00,92.00,47.8,25.00,71.00,35.2,42.00,61.00,68.9,19.00,65.00,84.00,39.00,12.00,8.00,24.00,49.00,205.00,400.30,409.00,-45.00,0.00,0.00
897067,27,2,2022,Los Angeles Lakers,LAL,0,6,6,1252.00,1473,4,228.00,540.00,42.2,157.00,330.00,47.6,71.00,210.00,33.8,113.00,157.00,72.0,55.00,235.00,290.00,138.00,57.00,31.00,119.00,143.00,640.00,1340.00,1367.50,-428.00,4.00,0.00
904141,27,1,2022,Los Angeles Lakers,LAL,33,49,82,17438.10,19990,30,3415.00,7280.00,46.9,2433.00,4453.00,54.6,982.00,2827.00,34.7,1380.00,1884.00,73.2,782.00,2826.00,3608.00,1969.00,626.00,425.00,1139.00,1654.00,9192.00,18489.10,18821.50,-1259.00,78.00,17.00
898793,21,2,2022,Memphis Grizzlies,MEM,3,3,6,1332.00,1438,4,244.00,548.00,44.5,167.00,313.00,53.4,77.00,235.00,32.8,76.00,96.00,79.2,76.00,234.00,310.00,142.00,59.00,46.00,104.00,110.00,641.00,1437.00,1441.00,280.00,2.00,0.00
995060,21,3,2022,Memphis Grizzlies,MEM,6,6,12,2674.60,2880,0,477.00,1096.00,43.5,320.00,666.00,48.0,157.00,430.00,36.5,239.00,325.00,73.5,148.00,400.00,548.00,302.00,110.00,73.00,152.00,249.00,1350.00,2857.60,2876.00,145.00,12.00,1.00
905176,21,1,2022,Memphis Grizzlies,MEM,56,26,82,19159.90,19777,2,3571.00,7739.00,46.1,2626.00,5060.00,51.9,945.00,2679.00,35.3,1393.00,1898.00,73.4,1159.00,2873.00,4032.00,2131.00,800.00,534.00,1023.00,1620.00,9480.00,20493.90,20417.50,2330.00,46.00,2.00
905770,4,1,2022,Miami Heat,MIA,53,29,82,17072.00,19846,0,3246.00,6954.00,46.7,2132.00,4018.00,53.1,1114.00,2936.00,37.9,1416.00,1753.00,80.8,807.00,2778.00,3585.00,2090.00,606.00,265.00,1129.00,1679.00,9022.00,17943.00,18495.75,1825.00,76.00,6.00
897902,4,2,2022,Miami Heat,MIA,5,1,6,1268.10,1439,53,242.00,534.00,45.3,159.00,310.00,51.3,83.00,224.00,37.1,97.00,127.00,76.4,76.00,212.00,288.00,141.00,50.00,29.00,111.00,132.00,664.00,1347.10,1384.00,120.00,3.00,0.00
995364,4,3,2022,Miami Heat,MIA,11,7,18,3567.60,4320,0,684.00,1536.00,44.5,488.00,910.00,53.6,196.00,626.00,31.3,312.00,388.00,80.4,176.00,562.00,738.00,394.00,150.00,65.00,215.00,386.00,1876.00,3782.60,3829.50,345.00,13.00,0.00
995453,15,3,2022,Milwaukee Bucks,MIL,7,5,12,2440.20,2880,0,462.00,1057.00,43.7,335.00,669.00,50.1,127.00,388.00,32.7,182.00,249.00,73.1,118.00,488.00,606.00,250.00,76.00,55.00,157.00,230.00,1233.00,2571.20,2639.50,90.00,17.00,1.00
904139,15,1,2022,Milwaukee Bucks,MIL,51,31,82,17860.40,19779,40,3429.00,7334.00,46.8,2276.00,4181.00,54.4,1153.00,3153.00,36.6,1459.00,1881.00,77.6,840.00,2992.00,3832.00,1960.00,623.00,326.00,1046.00,1495.00,9470.00,18809.40,19297.00,1340.00,93.00,4.00
898792,15,2,2022,Milwaukee Bucks,MIL,1,4,5,1035.20,1199,57,209.00,439.00,47.6,138.00,260.00,53.1,71.00,179.00,39.7,56.00,78.00,71.8,48.00,178.00,226.00,112.00,38.00,23.00,71.00,82.00,545.00,1096.20,1120.50,-45.00,2.00,0.00
897907,16,2,2022,Minnesota Timberwolves,MIN,3,1,4,940.60,985,0,172.00,378.00,45.5,123.00,216.00,56.9,49.00,162.00,30.2,67.00,82.00,81.7,39.00,149.00,188.00,108.00,51.00,25.00,59.00,90.00,460.00,1016.60,1004.00,135.00,0.00,0.00
993541,16,3,2022,Minnesota Timberwolves,MIN,3,4,7,1447.80,1680,0,254.00,575.00,44.2,157.00,326.00,48.2,97.00,249.00,39.0,159.00,205.00,77.6,54.00,235.00,289.00,156.00,58.00,49.00,111.00,187.00,764.00,1554.80,1575.25,-140.00,6.00,0.00
905171,16,1,2022,Minnesota Timberwolves,MIN,46,36,82,18247.20,19758,59,3411.00,7458.00,45.7,2200.00,4072.00,54.0,1211.00,3386.00,35.8,1474.00,1894.00,77.8,921.00,2700.00,3621.00,2106.00,721.00,460.00,1126.00,1786.00,9507.00,19428.20,19706.25,1080.00,72.00,1.00
905178,23,1,2022,New Orleans Pelicans,NO,36,46,82,17407.90,19744,58,3294.00,7212.00,45.7,2421.00,4583.00,52.8,873.00,2629.00,33.2,1501.00,1903.00,78.9,981.00,2726.00,3707.00,2047.00,680.00,328.00,1089.00,1612.00,8962.00,18415.90,18707.75,-405.00,89.00,0.00
994153,23,3,2022,New Orleans Pelicans,NO,4,4,8,1639.70,1920,0,321.00,675.00,47.6,251.00,475.00,52.8,70.00,200.00,35.0,165.00,221.00,74.7,116.00,265.00,381.00,173.00,44.00,31.00,104.00,175.00,877.00,1714.70,1757.75,25.00,8.00,0.00
897912,23,2,2022,New Orleans Pelicans,NO,1,3,4,781.40,963,21,147.00,376.00,39.1,99.00,236.00,41.9,48.00,140.00,34.3,57.00,77.00,74.0,48.00,139.00,187.00,88.00,31.00,17.00,70.00,75.00,399.00,829.40,851.25,-265.00,1.00,0.00
898788,6,2,2022,New York Knicks,NY,4,0,4,900.10,959,56,167.00,376.00,44.4,104.00,212.00,49.1,63.00,164.00,38.4,68.00,81.00,84.0,38.00,155.00,193.00,105.00,27.00,18.00,44.00,87.00,465.00,945.10,966.25,245.00,2.00,0.00
905163,6,1,2022,New York Knicks,NY,37,45,82,16879.90,19759,0,3088.00,7069.00,43.7,2006.00,4040.00,49.7,1082.00,3029.00,35.7,1473.00,1980.00,74.4,942.00,2840.00,3782.00,1793.00,570.00,399.00,1017.00,1672.00,8731.00,17848.90,18223.50,-50.00,66.00,4.00
905173,18,1,2022,Oklahoma City Thunder,OKC,24,58,82,16642.20,19788,3,3141.00,7310.00,43.0,2150.00,4244.00,50.7,991.00,3066.00,32.3,1233.00,1632.00,75.6,854.00,2887.00,3741.00,1822.00,622.00,380.00,1090.00,1497.00,8506.00,17644.20,17952.25,-3318.00,49.00,6.00
897909,18,2,2022,Oklahoma City Thunder,OKC,1,3,4,812.80,984,59,154.00,360.00,42.8,92.00,178.00,51.7,62.00,182.00,34.1,52.00,76.00,68.4,34.00,145.00,179.00,94.00,34.00,14.00,61.00,79.00,422.00,860.80,883.25,-165.00,0.00,0.00
897903,5,2,2022,Orlando Magic,ORL,1,3,4,814.90,959,56,144.00,341.00,42.2,95.00,208.00,45.7,49.00,133.00,36.8,49.00,62.00,79.0,35.00,147.00,182.00,85.00,33.00,40.00,63.00,73.00,386.00,887.90,884.50,-95.00,3.00,0.00
905162,5,1,2022,Orlando Magic,ORL,22,60,82,16536.70,19750,30,3139.00,7240.00,43.4,2140.00,4218.00,50.7,999.00,3022.00,33.1,1270.00,1614.00,78.7,746.00,2885.00,3631.00,1947.00,555.00,367.00,1132.00,1612.00,8547.00,17458.70,17897.75,-3277.00,76.00,0.00
905164,7,1,2022,Philadelphia 76ers,PHI,51,31,82,17260.90,19802,37,3229.00,6940.00,46.5,2279.00,4326.00,52.7,950.00,2614.00,36.3,1607.00,1957.00,82.1,699.00,2768.00,3467.00,1951.00,632.00,431.00,967.00,1589.00,9015.00,18323.90,18518.75,1068.00,79.00,5.00
995061,7,3,2022,Philadelphia 76ers,PHI,6,6,12,2292.30,2905,0,437.00,939.00,46.5,288.00,539.00,53.4,149.00,400.00,37.2,231.00,272.00,84.9,92.00,377.00,469.00,261.00,72.00,52.00,164.00,247.00,1254.00,2416.30,2494.75,20.00,15.00,0.00
897904,7,2,2022,Philadelphia 76ers,PHI,2,2,4,891.20,960,51,170.00,358.00,47.5,119.00,223.00,53.4,51.00,135.00,37.8,64.00,92.00,69.6,44.00,112.00,156.00,92.00,60.00,28.00,65.00,87.00,455.00,979.20,958.50,13.00,1.00,0.00
897916,29,2,2022,Phoenix Suns,PHO,3,1,4,926.70,960,0,178.00,370.00,48.1,131.00,237.00,55.3,47.00,133.00,35.3,62.00,69.00,89.9,39.00,162.00,201.00,111.00,44.00,16.00,66.00,71.00,465.00,986.70,996.25,375.00,2.00,0.00
905180,29,1,2022,Phoenix Suns,PHO,64,18,82,18348.80,19729,35,3581.00,7389.00,48.5,2630.00,4773.00,55.1,951.00,2616.00,36.4,1303.00,1635.00,79.7,801.00,2913.00,3714.00,2244.00,702.00,359.00,1012.00,1633.00,9416.00,19409.80,19658.50,3075.00,93.00,2.00
995452,29,3,2022,Phoenix Suns,PHO,7,6,13,2628.40,3120,0,535.00,1076.00,49.7,407.00,723.00,56.3,128.00,353.00,36.3,201.00,246.00,81.7,123.00,399.00,522.00,334.00,86.00,48.00,166.00,292.00,1399.00,2762.40,2813.50,-65.00,8.00,0.00
905174,19,1,2022,Portland Trail Blazers,POR,27,55,82,16673.00,19714,59,3161.00,7144.00,44.2,2118.00,4127.00,51.3,1043.00,3017.00,34.6,1346.00,1771.00,76.0,854.00,2661.00,3515.00,1880.00,657.00,366.00,1122.00,1728.00,8711.00,17696.00,18016.75,-3640.00,57.00,0.00
897910,19,2,2022,Portland Trail Blazers,POR,0,4,4,712.50,952,21,133.00,330.00,40.3,95.00,184.00,51.6,38.00,146.00,26.0,67.00,86.00,77.9,33.00,152.00,185.00,71.00,37.00,16.00,93.00,72.00,371.00,765.50,790.25,-475.00,2.00,0.00
897913,24,2,2022,San Antonio Spurs,SA,3,2,5,1073.70,1199,59,211.00,468.00,45.1,148.00,289.00,51.2,63.00,179.00,35.2,63.00,89.00,70.8,57.00,194.00,251.00,127.00,32.00,23.00,76.00,99.00,548.00,1128.70,1155.75,205.00,0.00,0.00
905179,24,1,2022,San Antonio Spurs,SA,34,48,82,18219.00,19780,59,3546.00,7599.00,46.7,2621.00,4975.00,52.7,925.00,2624.00,35.3,1262.00,1673.00,75.4,901.00,2814.00,3715.00,2288.00,626.00,403.00,1008.00,1483.00,9279.00,19248.00,19515.25,45.00,83.00,13.00
994155,24,3,2022,San Antonio Spurs,SA,0,1,1,180.30,240,0,37.00,91.00,40.7,24.00,57.00,42.1,13.00,34.00,38.2,16.00,22.00,72.7,8.00,26.00,34.00,19.00,4.00,3.00,6.00,20.00,103.00,187.30,191.50,-50.00,0.00,0.00
905181,30,1,2022,Sacramento Kings,SAC,30,52,82,16987.50,19788,22,3321.00,7222.00,46.0,2384.00,4500.00,53.0,937.00,2722.00,34.4,1466.00,1908.00,76.8,783.00,2737.00,3520.00,1943.00,588.00,369.00,1110.00,1552.00,9045.00,17944.50,18284.50,-2243.00,65.00,0.00
897917,30,2,2022,Sacramento Kings,SAC,4,0,4,869.70,959,57,166.00,378.00,43.9,102.00,196.00,52.0,64.00,182.00,35.2,57.00,77.00,74.0,40.00,141.00,181.00,93.00,42.00,14.00,52.00,83.00,453.00,925.70,938.25,220.00,1.00,0.00
897906,10,2,2022,Toronto Raptors,TOR,3,2,5,1129.90,1199,58,212.00,470.00,45.1,140.00,276.00,50.7,72.00,194.00,37.1,71.00,97.00,73.2,62.00,170.00,232.00,127.00,60.00,29.00,84.00,111.00,567.00,1218.90,1222.50,110.00,2.00,0.00
995062,10,3,2022,Toronto Raptors,TOR,2,4,6,1159.20,1465,0,230.00,516.00,44.6,171.00,319.00,53.6,59.00,197.00,29.9,100.00,126.00,79.4,60.00,166.00,226.00,124.00,40.00,29.00,55.00,133.00,619.00,1228.20,1233.50,-250.00,4.00,0.00
905166,10,1,2022,Toronto Raptors,TOR,48,34,82,17414.90,19850,33,3332.00,7489.00,44.5,2353.00,4681.00,50.3,979.00,2808.00,34.9,1327.00,1749.00,75.9,1096.00,2621.00,3717.00,1809.00,738.00,375.00,955.00,1607.00,8970.00,18527.90,18683.25,944.00,74.00,3.00
905172,17,1,2022,Utah Jazz,UTA,49,33,82,17531.00,19752,59,3327.00,7067.00,47.1,2135.00,3759.00,56.8,1192.00,3308.00,36.0,1470.00,1916.00,76.7,884.00,2916.00,3800.00,1836.00,588.00,402.00,1079.00,1547.00,9316.00,18521.00,18976.50,2475.00,80.00,0.00
897908,17,2,2022,Utah Jazz,UTA,2,2,4,864.60,960,0,163.00,380.00,42.9,101.00,197.00,51.3,62.00,183.00,33.9,49.00,66.00,74.2,35.00,148.00,183.00,94.00,40.00,23.00,59.00,80.00,437.00,927.60,935.75,-5.00,1.00,0.00
995064,17,3,2022,Utah Jazz,UTA,2,4,6,1094.80,1440,0,210.00,474.00,44.3,161.00,295.00,54.6,49.00,179.00,27.4,125.00,159.00,78.6,56.00,213.00,269.00,104.00,24.00,22.00,70.00,132.00,594.00,1140.80,1172.25,-170.00,3.00,0.00
898787,1,2,2022,Washington Wizards,WAS,0,4,4,858.40,959,59,151.00,346.00,43.6,102.00,195.00,52.3,49.00,151.00,32.5,88.00,118.00,74.6,34.00,153.00,187.00,88.00,31.00,27.00,53.00,85.00,439.00,916.40,923.25,-155.00,3.00,0.00
905160,1,1,2022,Washington Wizards,WAS,35,47,82,17046.00,19839,18,3327.00,7056.00,47.2,2467.00,4544.00,54.3,860.00,2512.00,34.2,1393.00,1778.00,78.3,737.00,2798.00,3535.00,2052.00,522.00,406.00,1037.00,1545.00,8907.00,17974.00,18267.25,-1387.00,62.00,2.00
